date,result,gc_result_on_stage,race,distance,pointspcs,pointsuci,stage,rider,team
2010-05-19,998,NA,Tour de l'Aude Cycliste Féminin (2.1),104.5,NA,NA,Stage 5 - Amelie les Bains › Amelie les Bains,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2010-05-18,13,NA,Tour de l'Aude Cycliste Féminin (2.1),97,NA,NA,Stage 4 - Osseja › Osseja,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2010-05-17,12,NA,Tour de l'Aude Cycliste Féminin (2.1),110,NA,NA,Stage 3 - Lezignan Corbières › Lezignan Corbières,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2010-05-15,2,NA,Tour de l'Aude Cycliste Féminin (2.1),117,11,NA,Stage 1 - Rieux Minervois › Rieux Minervois,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-26,23,NA,World Championships WE - Road Race (WC),124.2,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-13,25,NA,Rund um die Nürnberger Altstadt (CDM),129,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-08-27,9,NA,National Championships Netherlands WE - ITT (NC),22.3,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-08-22,26,NA,GP de Plouay-Bretagne (CDM),114.6,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-08-09,23,NA,Holland Hills Classic (1.2),120,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-07-31,8,NA,Open de Suède Vårgårda TTT (CDM),41.5,3,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-07-04,1,NA,European Championships WU23 - Road Race (CC),135.3,10,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-07-01,25,NA,European Championships WU23 - ITT (Int.),28,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-06-27,2,NA,National Championships Netherlands WE - Road Race (NC),117,7,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-06-09,13,NA,Durango-durango Emakumeen Saria (1.2),113.9,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-15,31,NA,Prologue - Gruissan › Gruissan,3.9,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-10,40,NA,Tour De Berne (CDM),135.8,1,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-04-25,7,NA,Omloop Van Borsele (1.2),121,6,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-04-22,43,NA,La Flèche Wallonne Féminine (CDM),97.5,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-04-18,10,NA,Ronde van Gelderland (1.2),144,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-04-13,3,NA,Univé Ronde van Drenthe (CDM),138,40,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-04-10,42,NA,Drentse 8 Van Dwingeloo (1.1),111.2,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-04-06,3,NA,Grand Prix de Dottignies (1.2),126.4,16,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-04-05,34,NA,Ronde Van Vlaanderen (CDM),131.6,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-03-29,8,NA,Trofeo Alfredo Binda - Comune di Cittiglio (CDM),120,10,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-02-28,4,NA,Omloop Het Nieuwsblad-vrouwen elite / Circuit Het Nieuwsblad-Femmes Elite (1.2),128.2,12,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,38,NA,Giro Della Toscana Int. Femminile (2.1),NA,NA,NA,General classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-20,4,NA,Giro Della Toscana Int. Femminile (2.1),106.9,5,NA,Stage 6 - Quarrata › Firenze,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-19,83,NA,Giro Della Toscana Int. Femminile (2.1),100.9,NA,NA,Stage 5 - Segromigno in Piano › Capannori,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-18,15,NA,Giro Della Toscana Int. Femminile (2.1),4.4,NA,NA,Stage 4 (ITT) - Campi Bisenzio › Campi Bisenzio,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-17,27,NA,Giro Della Toscana Int. Femminile (2.1),122.1,NA,NA,Stage 3 - Lari › Volterra,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-16,14,NA,Giro Della Toscana Int. Femminile (2.1),124.1,NA,NA,Stage 2 - Porcari › Altopascio,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-15,3,NA,Giro Della Toscana Int. Femminile (2.1),5.5,NA,NA,Stage 1 (TTT) - Viareggio › Firenze,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,2,NA,Profile Ladies Tour (2.2),NA,NA,NA,Youth classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,15,NA,Profile Ladies Tour (2.2),NA,NA,NA,Points classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,8,NA,Profile Ladies Tour (2.2),NA,3,NA,General classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-06,4,NA,Profile Ladies Tour (2.2),112.6,NA,NA,Stage 6 - Valkenburg › Cauberg,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-05,32,NA,Profile Ladies Tour (2.2),108.8,NA,NA,Stage 5 - Nieuwegein › Nieuwegein,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-04,19,NA,Profile Ladies Tour (2.2),124.8,NA,NA,Stage 4 - Rijssen › Rijssen,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-03,16,NA,Profile Ladies Tour (2.2),108,NA,NA,Stage 3 - Gieten › Gieten,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-02,11,NA,Profile Ladies Tour (2.2),13.3,NA,NA,Stage 2 (ITT),Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-09-01,37,NA,Profile Ladies Tour (2.2),123,NA,NA,Stage 1 - Nuenen › Gerwen,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-06-13,55,NA,Iurreta-emakumeen Bira (2.1),79,NA,NA,Stage 4 - ELGOIBAR › ELGOIBAR,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-06-13,28,NA,Iurreta-emakumeen Bira (2.1),2.2,NA,NA,Stage 3 (ITT) - Iurreta › Goiuria,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-06-12,20,NA,Iurreta-emakumeen Bira (2.1),92,NA,NA,Stage 2 - AMURRIO › AMURRIO,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-06-11,19,NA,Iurreta-emakumeen Bira (2.1),75.9,NA,NA,Stage 1 - IURRETA › IURRETA,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,30,NA,Tour de l'Aude Cycliste Féminin (2.1),NA,NA,NA,General classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-24,27,NA,Tour de l'Aude Cycliste Féminin (2.1),87.5,NA,NA,Stage 9 - Limoux › Limoux,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-23,37,NA,Tour de l'Aude Cycliste Féminin (2.1),101,NA,NA,Stage 8 - Axat › Espezel,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-22,64,NA,Tour de l'Aude Cycliste Féminin (2.1),102.5,NA,NA,Stage 7 - Saint-Hilaire › Montréal,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-21,45,NA,Tour de l'Aude Cycliste Féminin (2.1),92,NA,NA,Stage 6 - Osséja › Osséja,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-20,7,NA,Tour de l'Aude Cycliste Féminin (2.1),104,NA,NA,Stage 5 - Amélie-les-Bains › Amélie-les-Bains,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-19,36,NA,Tour de l'Aude Cycliste Féminin (2.1),108.5,NA,NA,Stage 4 - Castelnaudary › Castelnaudary,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-18,7,NA,Tour de l'Aude Cycliste Féminin (2.1),116,NA,NA,Stage 3 - 	Lézignan-Corbières › 	Lézignan-Corbières,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-05-16,45,NA,Tour de l'Aude Cycliste Féminin (2.1),116.5,NA,NA,Stage 1 - Rieux-Minervois › Rieux-Minervois,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,80,NA,Ladies Tour Of Qatar (2.1),NA,NA,NA,General classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-02-10,84,NA,Ladies Tour Of Qatar (2.1),109,NA,NA,Stage 3 - Camel Race Track › Al Khor Corniche,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-02-09,45,NA,Ladies Tour Of Qatar (2.1),110,NA,NA,Stage 2 - Qatar Foundation › Oryx Farm,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2009-02-08,64,NA,Ladies Tour Of Qatar (2.1),NA,NA,NA,Stage 1,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-09-14,13,NA,Rund um die Nürnberger Altstadt (CDM),116,5,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-08-31,11,NA,National Championships Netherlands WE - ITT (NC),22.8,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-08-03,37,NA,Sparkassen Giro (1.1),87,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-06-28,43,NA,National Championships Netherlands WE - Road Race (NC),127,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-06-19,21,NA,Prologue,7,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-06-08,48,NA,Therme Kasseien Omloop (1.2),126,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-05-04,76,NA,Tour de Berne (CDM),135.8,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-04-26,44,NA,Omloop van Borsele (1.2),120,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-04-19,6,NA,Ronde van Gelderland (1.2),135.9,8,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-04-13,999,NA,Novilon Eurocup Ronde van Drenthe (1.1),138.5,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-04-12,59,NA,Worldcup Univé Ronde van Drenthe (CDM),135.6,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-04-07,47,NA,Grand Prix de Dottignies (1.2),102,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-03-16,64,NA,Omloop Het Volk (Int.),126.1,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,4,NA,Holland Ladies Tour (2.2),NA,NA,NA,Youth classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,26,NA,Holland Ladies Tour (2.2),NA,NA,NA,General classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-09-07,37,NA,Holland Ladies Tour (2.2),116.7,NA,NA,Stage 6 - Valkenburg  › Berg en Terblijt,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-09-06,53,NA,Holland Ladies Tour (2.2),122,NA,NA,Stage 5,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-09-05,51,NA,Holland Ladies Tour (2.2),85,NA,NA,Stage 4 - Dedemsvaart › Hardenberg,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-09-04,65,NA,Holland Ladies Tour (2.2),113,NA,NA,Stage 3 - Leek › Roden,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-09-03,21,NA,Holland Ladies Tour (2.2),21,NA,NA,Stage 2 (ITT) - Hellendoorn › Hellendoorn,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-09-02,27,NA,Holland Ladies Tour (2.2),110,NA,NA,Stage 1 - Hellendoorn › Hellendoorn,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
NA,20,NA,RaboSter Zeeuwsche Eilanden (2.2),NA,NA,NA,General classification,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-06-21,30,NA,RaboSter Zeeuwsche Eilanden (2.2),111,NA,NA,Stage 2,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-06-20,71,NA,RaboSter Zeeuwsche Eilanden (2.2),110,NA,NA,Stage 1,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2008-06-12,61,NA,Iurreta-Emakumeen Bira (2.2),76,NA,NA,Stage 1,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-08-15,1,NA,National Championships Netherlands WJ - ITT (NC),17,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-08-12,10,NA,World Championships WJ - Road Race (WC),80.4,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-08-09,5,NA,World Championships WJ - ITT (WC),13.39,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-07-22,23,NA,European Championships WJ - Road Race (CC),70,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-07-20,19,NA,European Championships WJ - ITT (CC),12,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-06-09,57,NA,Omloop door Middag-Humsterland (1.2),131,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-05-12,21,NA,Omloop van Borsele (1.2),120,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-04-21,60,NA,Ronde van Gelderland (1.2),140,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2007-04-15,72,NA,Novilon Internationale Damesronde van Drenthe (1.1),138.5,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2006-08-13,11,NA,World Championships WJ - Road Race (WC),68,NA,NA,One day,Chantal van den Broek-Blaak,Boels - Dolmans Cycling Team
2020-08-29,24,NA,La Course by Le Tour de France (1.WWT),96,NA,16,One day,Marta Cavalli,Valcar - Travel & Service
2020-08-27,18,NA,European Continental Championships WE - Road Race (CC),109.2,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2020-08-25,20,NA,GP de Plouay - Lorient Agglomération Trophée WNT (1.WWT),101.1,NA,24,One day,Marta Cavalli,Valcar - Travel & Service
2020-08-01,999,NA,Strade Bianche WE (1.WWT),136,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2020-07-26,5,NA,Durango-Durango Emakumeen Saria (1.1),113,20,50,One day,Marta Cavalli,Valcar - Travel & Service
2020-07-23,16,NA,Emakumeen Nafarroako Klasikoa (1.1),118.3,NA,3,One day,Marta Cavalli,Valcar - Travel & Service
2019-10-06,58,NA,Gran Premio Bruno Beghelli  Internazionale Donne Elite (1.1),79.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-10-05,43,NA,Giro dell'Emilia Internazionale Donne Elite (1.1),98.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-09-03,39,39,Prologue - Sittard-Geleen › Sittard-Geleen,3.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-08-31,4,NA,GP de Plouay - Lorient Agglomération Trophée WNT (1.WWT),128.6,30,100,One day,Marta Cavalli,Valcar - Travel & Service
2019-08-18,6,NA,Postnord UCI WWT Vårgårda WestSweden RR (1.WWT),145.3,20,70,One day,Marta Cavalli,Valcar - Travel & Service
2019-08-17,7,NA,Postnord UCI WWT Vårgårda WestSweden TTT (1.WWT),35.6,4,10,One day,Marta Cavalli,Valcar - Travel & Service
2019-08-10,25,NA,European Continental Championships WE - Road Race (CC),115,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-07-28,4,NA,National Championships Italy WE - Road Race (NC),140.2,3,15,One day,Marta Cavalli,Valcar - Travel & Service
2019-07-19,45,NA,La Course by Le Tour de France (1.WWT),121,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-06-22,17,NA,European Games WE - Road Race (JR),120,NA,10,One day,Marta Cavalli,Valcar - Travel & Service
2019-05-12,103,NA,Trofee Maarten Wynants (1.1),120,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-04-28,27,NA,Liège-Bastogne-Liège Femmes (1.WWT),138.5,NA,5,One day,Marta Cavalli,Valcar - Travel & Service
2019-04-24,30,NA,La Flèche Wallonne Féminine (1.WWT),118.5,NA,5,One day,Marta Cavalli,Valcar - Travel & Service
2019-04-21,33,NA,Amstel Gold Race Ladies Edition (1.WWT),126.8,NA,3,One day,Marta Cavalli,Valcar - Travel & Service
2019-04-17,2,NA,Brabantse Pijl (1.1),136.7,56,85,One day,Marta Cavalli,Valcar - Travel & Service
2019-04-07,11,NA,Ronde van Vlaanderen - Tour des Flandres WE (1.WWT),159.2,7,30,One day,Marta Cavalli,Valcar - Travel & Service
2019-04-03,78,NA,Dwars door Vlaanderen / A travers la Flandre WE (1.1),106,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-03-31,10,NA,Gent-Wevelgem In Flanders Fields WE (1.WWT),136.8,8,35,One day,Marta Cavalli,Valcar - Travel & Service
2019-03-28,13,NA,Driedaagse Brugge-De Panne (1.WWT),134.4,5,20,One day,Marta Cavalli,Valcar - Travel & Service
2019-03-24,13,NA,Trofeo Alfredo Binda - Comune di Cittiglio (1.WWT),131.1,5,20,One day,Marta Cavalli,Valcar - Travel & Service
2019-03-17,999,NA,Women's WorldTour Ronde van Drenthe (1.WWT),165.7,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-03-15,999,NA,Drentse Acht van Westerveld (1.2),145,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2019-03-09,40,NA,Strade Bianche WE (1.WWT),136,NA,3,One day,Marta Cavalli,Valcar - Travel & Service
NA,5,NA,Giro delle Marche in Rosa (2.2),NA,NA,NA,Mountains classification,Marta Cavalli,Valcar - Travel & Service
NA,2,NA,Giro delle Marche in Rosa (2.2),NA,30,30,General classification,Marta Cavalli,Valcar - Travel & Service
2019-09-21,2,NA,Giro delle Marche in Rosa (2.2),101.8,5,5,Stage 3 - Offida › Offida,Marta Cavalli,Valcar - Travel & Service
2019-09-20,16,1,Giro delle Marche in Rosa (2.2),114,NA,NA,Stage 2 - Villa Musone › Villa Musone,Marta Cavalli,Valcar - Travel & Service
2019-09-19,1,1,Giro delle Marche in Rosa (2.2),73.5,8,8,Stage 1 - San Severino  › San Severino,Marta Cavalli,Valcar - Travel & Service
NA,11,NA,WNT Madrid Challenge by la Vuelta (2.WWT),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,23,NA,WNT Madrid Challenge by la Vuelta (2.WWT),NA,3,5,General classification,Marta Cavalli,Valcar - Travel & Service
2019-09-15,11,NA,WNT Madrid Challenge by la Vuelta (2.WWT),98.6,NA,NA,Stage 2 - Madrid › Madrid,Marta Cavalli,Valcar - Travel & Service
2019-09-14,30,30,WNT Madrid Challenge by la Vuelta (2.WWT),9.3,NA,NA,Stage 1 (ITT) - Boadilla del Monte › Boadilla del Monte,Marta Cavalli,Valcar - Travel & Service
NA,12,NA,Boels Ladies Tour (2.WWT),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,38,NA,Boels Ladies Tour (2.WWT),NA,NA,3,General classification,Marta Cavalli,Valcar - Travel & Service
2019-09-08,30,NA,Boels Ladies Tour (2.WWT),154.8,NA,NA,Stage 5 - Nijmegen › Arnhem,Marta Cavalli,Valcar - Travel & Service
2019-09-07,23,41,Boels Ladies Tour (2.WWT),135.6,NA,NA,Stage 4 - Arnhem › Nijmegen,Marta Cavalli,Valcar - Travel & Service
2019-09-06,65,51,Boels Ladies Tour (2.WWT),156.8,NA,NA,Stage 3 - Nijverdal › Nijverdal,Marta Cavalli,Valcar - Travel & Service
2019-09-05,62,33,Boels Ladies Tour (2.WWT),113.7,NA,NA,Stage 2 - Gennep › Gennep,Marta Cavalli,Valcar - Travel & Service
2019-09-04,39,34,Boels Ladies Tour (2.WWT),123,NA,NA,Stage 1 - Stramproy › Weert,Marta Cavalli,Valcar - Travel & Service
NA,32,NA,OVO Energy Women's Tour (2.WWT),NA,NA,NA,Mountains classification,Marta Cavalli,Valcar - Travel & Service
NA,17,NA,OVO Energy Women's Tour (2.WWT),NA,NA,NA,Points classification,Marta Cavalli,Valcar - Travel & Service
NA,11,NA,OVO Energy Women's Tour (2.WWT),NA,36,30,General classification,Marta Cavalli,Valcar - Travel & Service
2019-06-15,9,NA,OVO Energy Women's Tour (2.WWT),125.9,NA,6,Stage 6 - Carmarthen › Pembrey Country Park,Marta Cavalli,Valcar - Travel & Service
2019-06-14,10,11,OVO Energy Women's Tour (2.WWT),140,NA,4,Stage 5 - Llandrindod Wells › Builth Wells,Marta Cavalli,Valcar - Travel & Service
2019-06-13,10,12,OVO Energy Women's Tour (2.WWT),158.9,NA,4,Stage 4 - Warwick › Burton Dassett,Marta Cavalli,Valcar - Travel & Service
2019-06-12,34,32,OVO Energy Women's Tour (2.WWT),145.1,NA,NA,Stage 3 - Henley-on-Thames › Blenheim Palace,Marta Cavalli,Valcar - Travel & Service
2019-06-11,33,37,OVO Energy Women's Tour (2.WWT),62.5,NA,NA,Stage 2 - Cyclopark Gravesend › Cyclopark Gravesend,Marta Cavalli,Valcar - Travel & Service
2019-06-10,43,44,OVO Energy Women's Tour (2.WWT),157.6,NA,NA,Stage 1 - Beccles › Stowmarket,Marta Cavalli,Valcar - Travel & Service
NA,2,NA,Amgen Tour of California Womens Race empowered with SRAM (2.WWT),NA,NA,NA,Youth classification,Marta Cavalli,Valcar - Travel & Service
NA,25,NA,Amgen Tour of California Womens Race empowered with SRAM (2.WWT),NA,NA,NA,Points classification,Marta Cavalli,Valcar - Travel & Service
NA,20,NA,Amgen Tour of California Womens Race empowered with SRAM (2.WWT),NA,8,5,General classification,Marta Cavalli,Valcar - Travel & Service
2019-05-18,31,NA,Amgen Tour of California Womens Race empowered with SRAM (2.WWT),115.5,NA,NA,Stage 3 - Santa Clarita › Pasadena,Marta Cavalli,Valcar - Travel & Service
2019-05-17,21,20,Amgen Tour of California Womens Race empowered with SRAM (2.WWT),74,NA,NA,Stage 2 - Ontario › Mt. Baldy,Marta Cavalli,Valcar - Travel & Service
2019-05-16,10,11,Amgen Tour of California Womens Race empowered with SRAM (2.WWT),96.5,NA,4,Stage 1 - Ventura › Ventura,Marta Cavalli,Valcar - Travel & Service
NA,70,NA,ASDA Tour de Yorkshire Women's Race (2.1),NA,NA,NA,General classification,Marta Cavalli,Valcar - Travel & Service
2019-05-04,75,NA,ASDA Tour de Yorkshire Women's Race (2.1),132,NA,NA,Stage 2 - Bridlington › Scarborough,Marta Cavalli,Valcar - Travel & Service
2019-05-03,49,52,ASDA Tour de Yorkshire Women's Race (2.1),132,NA,NA,Stage 1 - Barnsley › Bedale,Marta Cavalli,Valcar - Travel & Service
2018-10-07,20,NA,Gran Premio Bruno Beghelli Internazionale Donne Elite (1.1),79.8,NA,3,One day,Marta Cavalli,Valcar - Travel & Service
2018-10-06,36,NA,Giro dell'Emilia Internazionale Donne Elite (1.1),98.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-10-04,12,NA,National Championships Italy WE - ITT (NC),20.5,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-09-23,8,NA,World Championships WE - TTT (WC),54.1,2,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-08-28,47,47,Prologue - Arnhem › Arnhem,3.3,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-08-13,29,NA,Crescent Vårgårda (1.WWT),141,NA,5,One day,Marta Cavalli,Valcar - Travel & Service
2018-08-11,14,NA,Crescent Vårgårda TTT (1.WWT),42.5,1,3,One day,Marta Cavalli,Valcar - Travel & Service
2018-08-08,20,NA,European Continental Championships WE - ITT (CC),32.3,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-08-05,26,NA,European Continental Championships WE - Road Race (CC),130,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-07-28,46,NA,Prudential RideLondon Classique (1.WWT),64.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-07-19,35,35,Prologue - Oosterhout › Oosterhout,3.9,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-07-14,21,NA,European Continental Championships WU23 - Road Race (CC),108,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-06-24,1,NA,National Championships Italy WE - Road Race (NC),117.9,10,50,One day,Marta Cavalli,Valcar - Travel & Service
2018-06-03,20,NA,Dwars door de Westhoek (1.1),125,NA,3,One day,Marta Cavalli,Valcar - Travel & Service
2018-05-17,111,NA,Durango-Durango Emakumeen Saria (1.2),121,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-05-06,8,NA,Trofee Maarten Wynants (1.1),120,8,30,One day,Marta Cavalli,Valcar - Travel & Service
2018-04-27,61,61,Prologue - Cessange › Cessange,2.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-04-25,34,NA,GP della Liberazione PINK (1.2),96,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-04-21,93,NA,EPZ Omloop van Borsele (1.1),136.7,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-04-15,999,NA,Amstel Gold Race Ladies Edition (1.WWT),116.9,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-04-11,65,NA,Brabantse Pijl (1.1),136.8,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-04-01,999,NA,Ronde van Vlaanderen / Tour des Flandres WE (1.WWT),153.3,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-03-25,999,NA,Gent-Wevelgem In Flanders Fields WE (1.WWT),142.6,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-03-22,999,NA,Driedaagse Brugge - De Panne (1.WWT),151.7,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-03-11,70,NA,Women's WorldTour Ronde van Drenthe (1.WWT),157.2,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-03-09,71,NA,Drentse Acht van Westerveld (1.2),143.4,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-03-03,997,NA,Strade Bianche WE (1.WWT),136,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-02-25,32,NA,Spar - Omloop van het Hageland - Tielt-Winge (1.1),131,NA,NA,One day,Marta Cavalli,Valcar - Travel & Service
2018-02-24,9,NA,Omloop Het Nieuwsblad WE (1.1),122.1,7,25,One day,Marta Cavalli,Valcar - Travel & Service
