date,result,gc_result_on_stage,race,distance,pointspcs,pointsuci,stage,rider,team
2017-09-02,38,42,Boels Rental Ladies Tour (2.WWT),137.5,NA,NA,Stage 5 - Stramproy › Vaals,Chloe Hosking,Rally Cycling Women
2017-09-01,2,35,Boels Rental Ladies Tour (2.WWT),121.4,18,20,Stage 4 - Gennep › Weert,Chloe Hosking,Rally Cycling Women
2017-08-31,49,44,Boels Rental Ladies Tour (2.WWT),16.9,NA,NA,Stage 3 (ITT) - Roosendaal › Roosendaal,Chloe Hosking,Rally Cycling Women
2017-08-30,36,39,Boels Rental Ladies Tour (2.WWT),132.8,NA,NA,Stage 2 - Eibergen › Arnhem,Chloe Hosking,Rally Cycling Women
NA,3,NA,Ladies Tour of Norway (2.WWT),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,6,NA,Ladies Tour of Norway (2.WWT),NA,60,50,General classification,Chloe Hosking,Rally Cycling Women
2017-08-20,14,NA,Ladies Tour of Norway (2.WWT),156.6,NA,NA,Stage 3 - Svinesund › Halden,Chloe Hosking,Rally Cycling Women
2017-08-19,1,7,Ladies Tour of Norway (2.WWT),140.4,30,25,Stage 2 - Sarpsborg › Fredrikstad,Chloe Hosking,Rally Cycling Women
2017-08-18,6,25,Ladies Tour of Norway (2.WWT),101.5,3,12,Stage 1 - Halden › Mysen,Chloe Hosking,Rally Cycling Women
NA,13,NA,Giro d'Italia Internazionale Femminile (2.WWT),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,104,NA,Giro d'Italia Internazionale Femminile (2.WWT),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2017-07-09,95,NA,Giro d'Italia Internazionale Femminile (2.WWT),124,NA,NA,Stage 10 - Torre del Greco › Torre del Greco,Chloe Hosking,Rally Cycling Women
2017-07-08,110,108,Giro d'Italia Internazionale Femminile (2.WWT),122.3,NA,NA,Stage 9 - Palinuro › Polla,Chloe Hosking,Rally Cycling Women
2017-07-07,125,112,Giro d'Italia Internazionale Femminile (2.WWT),141.8,NA,NA,Stage 8 - Baronissi › Palinuro,Chloe Hosking,Rally Cycling Women
2017-07-06,126,110,Giro d'Italia Internazionale Femminile (2.WWT),141.98,NA,NA,Stage 7 - Isernia › Baronissi,Chloe Hosking,Rally Cycling Women
2017-07-05,9,93,Giro d'Italia Internazionale Femminile (2.WWT),116.1,NA,6,Stage 6 - Roseto degli Abruzzi › Roseto degli Abruzzi,Chloe Hosking,Rally Cycling Women
2017-07-04,117,102,Giro d'Italia Internazionale Femminile (2.WWT),12.73,NA,NA,Stage 5 (ITT) - Sant'elpidio a Mare › Sant'elpidio a Mare,Chloe Hosking,Rally Cycling Women
2017-07-03,2,102,Giro d'Italia Internazionale Femminile (2.WWT),118,18,20,Stage 4 - Occhiobello › Occhiobello,Chloe Hosking,Rally Cycling Women
2017-07-02,6,112,Giro d'Italia Internazionale Femminile (2.WWT),100,3,12,Stage 3 - San Fior › San Vendemiano,Chloe Hosking,Rally Cycling Women
2017-07-01,126,123,Giro d'Italia Internazionale Femminile (2.WWT),122.25,NA,NA,Stage 2 - Zoppola › Mantereale Valcellina,Chloe Hosking,Rally Cycling Women
2017-06-30,16,94,Giro d'Italia Internazionale Femminile (2.WWT),11.5,NA,NA,Stage 1 (TTT) - Aquileia › Grado,Chloe Hosking,Rally Cycling Women
NA,10,NA,OVO Energy Women's Tour (2.WWT),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,54,NA,OVO Energy Women's Tour (2.WWT),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2017-06-11,12,NA,OVO Energy Women's Tour (2.WWT),62,NA,NA,Stage 5 - London › London,Chloe Hosking,Rally Cycling Women
2017-06-10,73,58,OVO Energy Women's Tour (2.WWT),133,NA,NA,Stage 4 - Chesterfield › Derbyshire,Chloe Hosking,Rally Cycling Women
2017-06-09,1,50,OVO Energy Women's Tour (2.WWT),151,30,25,Stage 3 - Atherstone › Royal Leamington Spa,Chloe Hosking,Rally Cycling Women
2017-06-08,76,65,OVO Energy Women's Tour (2.WWT),139,NA,NA,Stage 2 - Stoke-on-Trent › Staffordshire,Chloe Hosking,Rally Cycling Women
2017-06-07,16,16,OVO Energy Women's Tour (2.WWT),148,NA,NA,Stage 1 - Daventry › Kettering,Chloe Hosking,Rally Cycling Women
NA,3,NA,Tour of Chongming Island (2.WWT),NA,NA,NA,Mountains classification,Chloe Hosking,Rally Cycling Women
NA,1,NA,Tour of Chongming Island (2.WWT),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,3,NA,Tour of Chongming Island (2.WWT),NA,90,85,General classification,Chloe Hosking,Rally Cycling Women
2017-05-07,3,NA,Tour of Chongming Island (2.WWT),111.6,12,18,Stage 3 - Chongming Xin cheng park › Chongming Xin cheng park,Chloe Hosking,Rally Cycling Women
2017-05-06,4,3,Tour of Chongming Island (2.WWT),135.4,7,16,Stage 2 - Chang Xing fenghuang park › Chongming Xin cheng park,Chloe Hosking,Rally Cycling Women
2017-05-05,2,1,Tour of Chongming Island (2.WWT),118.8,18,20,Stage 1 - Chongming Xin cheng park › Chongming Xin cheng park,Chloe Hosking,Rally Cycling Women
NA,1,NA,Santos Women's Tour (2.2),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,29,NA,Santos Women's Tour (2.2),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2017-01-17,3,NA,Santos Women's Tour (2.2),NA,2,3,Stage 4 - Adelaide › Adelaide,Chloe Hosking,Rally Cycling Women
2017-01-16,1,29,Santos Women's Tour (2.2),92.4,8,8,Stage 3 - Tanunda › Lyndoch,Chloe Hosking,Rally Cycling Women
2017-01-15,3,32,Santos Women's Tour (2.2),32.2,2,3,Stage 2 (ITT) - Adelaide › Adelaide,Chloe Hosking,Rally Cycling Women
2017-01-14,32,32,Santos Women's Tour (2.2),106.5,NA,NA,Stage 1 - Hahndorf › Meadows,Chloe Hosking,Rally Cycling Women
2016-10-15,7,NA,World Championships WE - Road Race (WC),134.1,100,100,One day,Chloe Hosking,Rally Cycling Women
2016-09-25,1,NA,Gran Premio Bruno Beghelli Internazionale Donne Elite (1.1),79.8,80,80,One day,Chloe Hosking,Rally Cycling Women
2016-09-24,94,NA,Giro dell'Emilia Internazionale Donne Elite (1.1),98.8,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-09-11,2,NA,Madrid Challenge By LA Vuelta (1.WWT),87,170,100,One day,Chloe Hosking,Rally Cycling Women
2016-08-21,37,NA,Crescent Women World Cup Vårgårda (1.WWT),141,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-08-19,5,NA,Crescent Women World Cup Vargarda TTT (1.WWT),42.5,4,15,One day,Chloe Hosking,Rally Cycling Women
2016-08-07,16,16,Prologue - Saint Quentin › Saint Quentin,3.2,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-07-30,11,NA,Prudential Ride London Grand Prix WE (1.WWT),66,36,20,One day,Chloe Hosking,Rally Cycling Women
2016-07-24,1,NA,La Course by Le Tour de France (1.WWT),89,150,120,One day,Chloe Hosking,Rally Cycling Women
2016-07-01,18,18,Prologue - Gaiarine › Gaiarine,2,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-06-12,66,NA,Flanders Diamond Tour (1.1),131.1,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-06-05,21,NA,Keukens Van Lommel Ladies Classic (1.2),120.2,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-04-24,24,NA,Dwars door de Westhoek (1.1),127.25,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-04-23,25,NA,EPZ Omloop van Borsele WE (1.1),136.8,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-04-04,21,NA,Grand Prix de Dottignies (1.2),117.3,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-04-03,96,NA,Ronde van Vlaanderen / Tour des Flandres (WE) (1.WWT),141.2,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-03-27,30,NA,Gent-Wevelgem In Flanders Fields WE (1.WWT),115,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-03-13,6,NA,Drentse Acht van Westerveld (1.2),140.5,8,8,One day,Chloe Hosking,Rally Cycling Women
2016-03-12,67,NA,Women's WorldTour Ronde van Drenthe (1.WWT),138.3,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-02-28,28,NA,Omloop van het Hageland - Tielt-Winge (1.1),129.1,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2016-02-27,7,NA,Omloop Het Nieuwsblad WE (1.1),123,12,21,One day,Chloe Hosking,Rally Cycling Women
2016-01-30,4,NA,Cadel Evans Great Ocean Road Race (1.2),113.3,12,20,One day,Chloe Hosking,Rally Cycling Women
2016-01-10,6,NA,National Championships Australia WE - Road Race (NC),102,NA,NA,One day,Chloe Hosking,Rally Cycling Women
NA,39,NA,Boels Rental Ladies Tour (2.1),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2016-09-04,25,NA,Boels Rental Ladies Tour (2.1),119.4,NA,NA,Stage 6 - Bunde › Valkenburg,Chloe Hosking,Rally Cycling Women
2016-09-03,68,45,Boels Rental Ladies Tour (2.1),115.7,NA,NA,Stage 5 - Tiel › Tiel,Chloe Hosking,Rally Cycling Women
2016-09-02,27,46,Boels Rental Ladies Tour (2.1),110.8,NA,NA,Stage 4 - 's Hertogenbosch › 's Hertogenbosch,Chloe Hosking,Rally Cycling Women
2016-09-01,27,40,Boels Rental Ladies Tour (2.1),122.6,NA,NA,Stage 3 - Sittard/Geleen › Sittard/Geleen,Chloe Hosking,Rally Cycling Women
2016-08-31,4,59,Boels Rental Ladies Tour (2.1),26.4,1.25,6,Stage 2 (TTT) - Gennep › Gennep,Chloe Hosking,Rally Cycling Women
2016-08-30,16,16,Boels Rental Ladies Tour (2.1),103.1,NA,NA,Stage 1 - Tiel › Tiel,Chloe Hosking,Rally Cycling Women
NA,37,NA,La Route de France (2.1),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2016-08-14,16,NA,La Route de France (2.1),113.7,NA,NA,Stage 7 - Lutterbach › Guebwiller,Chloe Hosking,Rally Cycling Women
2016-08-13,56,46,La Route de France (2.1),123.9,NA,NA,Stage 6 - Plombières les Bains › Soultzmatt,Chloe Hosking,Rally Cycling Women
2016-08-12,67,36,La Route de France (2.1),115.2,NA,NA,Stage 5 - Bourbonne les Bains › La Bresse,Chloe Hosking,Rally Cycling Women
2016-08-11,40,29,La Route de France (2.1),16,NA,NA,Stage 4 (ITT) - Buxy › Chalon sur Saône,Chloe Hosking,Rally Cycling Women
2016-08-10,1,29,La Route de France (2.1),102.4,16,16,Stage 3 - Saint Sauveur › Nevers,Chloe Hosking,Rally Cycling Women
2016-08-09,3,31,La Route de France (2.1),114.8,6,8,Stage 2 - Breuillet › Saint Benoit sur Loire,Chloe Hosking,Rally Cycling Women
2016-08-08,38,36,La Route de France (2.1),135.6,NA,NA,Stage 1 - Saint Quentin › Pontoise,Chloe Hosking,Rally Cycling Women
2016-07-16,114,6,BeNe Ladies Tour (2.2),75,NA,NA,Stage 2 - Sint Laureins › Sint Laureins,Chloe Hosking,Rally Cycling Women
2016-07-15,12,5,BeNe Ladies Tour (2.2),103,NA,NA,Stage 1 - Philippine › Philippine,Chloe Hosking,Rally Cycling Women
NA,15,NA,Giro d'Italia Internazionale Femminile (2.WWT),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,105,NA,Giro d'Italia Internazionale Femminile (2.WWT),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2016-07-10,98,NA,Giro d'Italia Internazionale Femminile (2.WWT),104.8,NA,NA,Stage 9 - Verbania › Verbania,Chloe Hosking,Rally Cycling Women
2016-07-09,110,106,Giro d'Italia Internazionale Femminile (2.WWT),99.3,NA,NA,Stage 8 - Rescaldina › Legnano,Chloe Hosking,Rally Cycling Women
2016-07-08,96,110,Giro d'Italia Internazionale Femminile (2.WWT),21.9,NA,NA,Stage 7 (ITT) - Albisola Superiore › Varazze,Chloe Hosking,Rally Cycling Women
2016-07-07,109,111,Giro d'Italia Internazionale Femminile (2.WWT),118.6,NA,NA,Stage 6 - Andora - Alassio › Madonna della Guardia,Chloe Hosking,Rally Cycling Women
2016-07-06,119,117,Giro d'Italia Internazionale Femminile (2.WWT),77.5,NA,NA,Stage 5 - Grosio › Tirano,Chloe Hosking,Rally Cycling Women
2016-07-05,42,114,Giro d'Italia Internazionale Femminile (2.WWT),98.5,NA,NA,Stage 4 - Costa Volpino › Lovere,Chloe Hosking,Rally Cycling Women
2016-07-04,1,118,Giro d'Italia Internazionale Femminile (2.WWT),120,30,25,Stage 3 - Montagnana ›  Lendinara,Chloe Hosking,Rally Cycling Women
2016-07-03,121,124,Giro d'Italia Internazionale Femminile (2.WWT),111.1,NA,NA,Stage 2 - Tarcento › Montenars,Chloe Hosking,Rally Cycling Women
2016-07-02,128,120,Giro d'Italia Internazionale Femminile (2.WWT),104,NA,NA,Stage 1 - Gaiarine › San Fior,Chloe Hosking,Rally Cycling Women
NA,1,NA,Tour of Chongming Island World Cup (2.WWT),NA,NA,NA,Mountains classification,Chloe Hosking,Rally Cycling Women
NA,1,NA,Tour of Chongming Island World Cup (2.WWT),NA,150,120,General classification,Chloe Hosking,Rally Cycling Women
2016-05-08,20,NA,Tour of Chongming Island World Cup (2.WWT),99,NA,NA,Stage 3 - Chongming › Chongming,Chloe Hosking,Rally Cycling Women
2016-05-07,1,1,Tour of Chongming Island World Cup (2.WWT),112.8,12,25,Stage 2 - Chongming › Chongming,Chloe Hosking,Rally Cycling Women
2016-05-06,3,4,Tour of Chongming Island World Cup (2.WWT),139.8,12,18,Stage 1 - Chongming › Chongming,Chloe Hosking,Rally Cycling Women
NA,35,NA,Energiewacht Tour (2.2),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2016-04-10,43,NA,Energiewacht Tour (2.2),117.9,NA,NA,Stage 5 - Borkum › Borkum,Chloe Hosking,Rally Cycling Women
2016-04-09,16,34,Energiewacht Tour (2.2),75.4,NA,NA,Stage 4a - Zuidhorn › Zuidhorn,Chloe Hosking,Rally Cycling Women
2016-04-09,47,40,Energiewacht Tour (2.2),13.6,NA,NA,Stage 4b (ITT) - Leek › Leek,Chloe Hosking,Rally Cycling Women
2016-04-08,59,36,Energiewacht Tour (2.2),131.8,NA,NA,Stage 3 - Musselkanaal  › Stadskanaal,Chloe Hosking,Rally Cycling Women
2016-04-07,47,34,Energiewacht Tour (2.2),116.8,NA,NA,Stage 2 - Winsum › Winsum,Chloe Hosking,Rally Cycling Women
2016-04-06,5,21,Energiewacht Tour (2.2),11.3,NA,NA,Stage 1 (TTT) - Groningen › Groningen,Chloe Hosking,Rally Cycling Women
NA,2,NA,Ladies Tour of Qatar (2.1),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,9,NA,Ladies Tour of Qatar (2.1),NA,7,15,General classification,Chloe Hosking,Rally Cycling Women
2016-02-05,1,NA,Ladies Tour of Qatar (2.1),73,16,16,Stage 4 - Doha › Doha,Chloe Hosking,Rally Cycling Women
2016-02-04,33,10,Ladies Tour of Qatar (2.1),112,NA,NA,Stage 3 - Al Zubarah Fort  › Madinat Al Shamal,Chloe Hosking,Rally Cycling Women
2016-02-03,5,5,Ladies Tour of Qatar (2.1),120,4,5,Stage 2 - Sheikh Faisal Museum › Al Khor Corniche,Chloe Hosking,Rally Cycling Women
2016-02-02,17,4,Ladies Tour of Qatar (2.1),97,NA,NA,Stage 1 - Doha › Doha,Chloe Hosking,Rally Cycling Women
NA,13,NA,Santos Women's Tour (2.2),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2016-01-19,6,NA,Santos Women's Tour (2.2),NA,NA,NA,Stage 4 - Victoria Park › Victoria Park,Chloe Hosking,Rally Cycling Women
2016-01-18,40,16,Santos Women's Tour (2.2),100.8,NA,NA,Stage 3 - Lyndoch › Lyndoch,Chloe Hosking,Rally Cycling Women
2016-01-17,2,10,Santos Women's Tour (2.2),20.4,5,5,Stage 2 (ITT) - Adelaide › Adelaide,Chloe Hosking,Rally Cycling Women
2016-01-16,20,20,Santos Women's Tour (2.2),95,NA,NA,Stage 1 - Mount Torrens › Mount Torrens,Chloe Hosking,Rally Cycling Women
2015-07-26,13,NA,La Course by Le Tour de France (1.1),89,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-06-07,999,NA,The Parx Casino Philly Cycling Classic (CDM),118.26,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-05-31,999,NA,Gooik-Geraardsbergen-Gooik (1.1),136,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-05-30,999,NA,Grand Prix de Plumelec-Morbihan Dames (1.1),108,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-05-29,1,NA,La Classique Morbihan (1.2),100,40,NA,One day,Chloe Hosking,Rally Cycling Women
2015-05-17,21,NA,Tour of Chongming Island World Cup (CDM),125,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-05-09,1,NA,Rabobank 7-Dorpenomloop Aalburg (1.2),121.2,40,NA,One day,Chloe Hosking,Rally Cycling Women
2015-04-26,46,NA,Dwars door de Westhoek (1.1),135.3,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-04-25,13,NA,EPZ Omloop van Borsele WE (1.1),137,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-04-08,30,30,Prologue - Winsum › Winsum,2.5,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-04-06,2,NA,Grand Prix de Dottignies (1.2),125.3,30,NA,One day,Chloe Hosking,Rally Cycling Women
2015-04-05,45,NA,Ronde van Vlaanderen / Tour des Flandres (WE) (CDM),144.9,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-03-29,3,NA,Gent-Wevelgem In Flanders Fields WE (1.2),117,16,NA,One day,Chloe Hosking,Rally Cycling Women
2015-03-15,2,NA,Novilon Eurocup (1.2),134.5,30,NA,One day,Chloe Hosking,Rally Cycling Women
2015-03-14,5,NA,Boels Rental Ronde van Drenthe (CDM),138.3,25,NA,One day,Chloe Hosking,Rally Cycling Women
2015-03-12,11,NA,Acht van Westerveld (1.2),138.2,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-03-08,9,NA,Omloop van het Hageland - Tielt-Winge (1.2),120.1,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-03-07,45,NA,Strade Bianche WE (1.1),103,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-03-04,4,NA,Le Samyn des Dames (1.2),112,12,NA,One day,Chloe Hosking,Rally Cycling Women
2015-02-28,12,NA,Omloop Het Nieuwsblad WE (1.2),120.5,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2015-01-10,23,NA,National Championships Australia WE - Road Race (NC),102,NA,NA,One day,Chloe Hosking,Rally Cycling Women
NA,4,NA,BeNe Ladies Tour (2.2),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,12,NA,BeNe Ladies Tour (2.2),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2015-07-19,3,NA,BeNe Ladies Tour (2.2),115.1,2,NA,Stage 3 - Zelzate › Zelzate,Chloe Hosking,Rally Cycling Women
2015-07-18,12,17,BeNe Ladies Tour (2.2),101.3,NA,NA,Stage 2b - Sint Laureins › Sint Laureins,Chloe Hosking,Rally Cycling Women
2015-07-18,39,16,BeNe Ladies Tour (2.2),6.3,NA,NA,Stage 2a (ITT) - Sint Laureins › Sint Laureins,Chloe Hosking,Rally Cycling Women
2015-07-17,4,4,BeNe Ladies Tour (2.2),78.1,NA,NA,Stage 1 - Philipinne › Philipinne,Chloe Hosking,Rally Cycling Women
NA,17,NA,Tour of Chongming Island (2.1),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,30,NA,Tour of Chongming Island (2.1),NA,NA,NA,General classification,Chloe Hosking,Rally Cycling Women
2015-05-15,8,NA,Tour of Chongming Island (2.1),83.2,NA,NA,Stage 3 - Chongming › Chongming,Chloe Hosking,Rally Cycling Women
2015-05-14,26,42,Tour of Chongming Island (2.1),113.7,NA,NA,Stage 2 - Chongxi › Chongxi,Chloe Hosking,Rally Cycling Women
2015-05-13,60,60,Tour of Chongming Island (2.1),107,NA,NA,Stage 1 - Chongbei › Chongbei,Chloe Hosking,Rally Cycling Women
2015-04-12,999,NA,Energiewacht Tour (2.2),105.4,NA,NA,Stage 4 - Borkum › Borkum,Chloe Hosking,Rally Cycling Women
2015-04-11,25,29,Energiewacht Tour (2.2),117.8,NA,NA,Stage 3 - Stadskanaal › Stadskanaal,Chloe Hosking,Rally Cycling Women
2015-04-10,9,88,Energiewacht Tour (2.2),15.1,NA,NA,Stage 2a (TTT) - Peize › Peize,Chloe Hosking,Rally Cycling Women
2015-04-10,10,67,Energiewacht Tour (2.2),111.8,NA,NA,Stage 2b - Leek › Zuidhorn,Chloe Hosking,Rally Cycling Women
2015-04-09,8,26,Energiewacht Tour (2.2),105,NA,NA,Stage 1 - Wedde › Ter Apel,Chloe Hosking,Rally Cycling Women
NA,2,NA,Ladies Tour of Qatar (2.1),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,2,NA,Ladies Tour of Qatar (2.1),NA,56,NA,General classification,Chloe Hosking,Rally Cycling Women
2015-02-06,2,NA,Ladies Tour of Qatar (2.1),101.5,18,NA,Stage 4 - Sealine Beach Resort › Doha Corniche,Chloe Hosking,Rally Cycling Women
2015-02-05,4,3,Ladies Tour of Qatar (2.1),93.5,5,NA,Stage 3 - Souq Waqif › Al Khor Corniche,Chloe Hosking,Rally Cycling Women
2015-02-04,4,4,Ladies Tour of Qatar (2.1),112.5,5,NA,Stage 2 - Al Zubarah Fort › Madinat Al Shamal,Chloe Hosking,Rally Cycling Women
2015-02-03,45,6,Ladies Tour of Qatar (2.1),98.5,NA,NA,Stage 1 - Museum of Islamic Art › Dukhan Beach,Chloe Hosking,Rally Cycling Women
2014-09-11,17,17,Prologue - Naast › Naast,7.82,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-08-30,999,NA,GP de Plouay-Bretagne (CDM),121.5,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-08-03,26,NA,Commonwealth Games WE - Road Race (Int),98.1,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-07-27,20,NA,La course by Le Tour de France (1.1),89,6,NA,One day,Chloe Hosking,Rally Cycling Women
2014-07-04,20,20,Prologue - Caserta › Caserta,2.05,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-06-10,60,NA,Durango-Durango Emakumeen Saria (1.2),110,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-06-01,6,NA,Gooik-Geraardsbergen-Gooik (1.1),138,16,NA,One day,Chloe Hosking,Rally Cycling Women
2014-05-30,27,NA,Boels Rental Hills Classic (1.1),128.4,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-04-26,1,NA,EPZ Omloop van Borsele WE (1.2),120,75,NA,One day,Chloe Hosking,Rally Cycling Women
2014-04-20,16,NA,Ronde van Gelderland (1.2),138,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-04-07,999,NA,Grand Prix de Dottignies (1.2),131.3,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-04-06,67,NA,Ronde van Vlaanderen / Tour des Flandres (WE) (CDM),139,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-03-30,56,NA,Gent-Wevelgem Women Elite (1.2),115,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-03-15,20,NA,Boels Rental Ronde van Drenthe (CDM),146.6,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-03-13,9,NA,Molecaten Drentse 8 (1.2),136.7,16,NA,One day,Chloe Hosking,Rally Cycling Women
2014-03-05,18,NA,Le Samyn des Dames (1.2),119.2,3,NA,One day,Chloe Hosking,Rally Cycling Women
2014-03-01,28,NA,Omloop Het Nieuwsblad WE (1.2),126,NA,NA,One day,Chloe Hosking,Rally Cycling Women
2014-01-11,999,NA,National Championships Australia WE - Road Race (NC),102,NA,NA,One day,Chloe Hosking,Rally Cycling Women
NA,11,NA,Lotto Belisol Belgium Tour (2.2),NA,NA,NA,Points classification,Chloe Hosking,Rally Cycling Women
NA,8,NA,Lotto Belisol Belgium Tour (2.2),NA,3,NA,General classification,Chloe Hosking,Rally Cycling Women
2014-09-15,7,NA,Lotto Belisol Belgium Tour (2.2),100.3,NA,NA,Stage 4 - Geraardsbergen › Geraardsbergen,Chloe Hosking,Rally Cycling Women
2014-09-14,1,10,Lotto Belisol Belgium Tour (2.2),102.7,8,NA,Stage 3 - Halle-Buizingen › Halle-Buizingen,Chloe Hosking,Rally Cycling Women
